2020-05-26 16:05:34.580922444,2.41,40523
2020-05-26 16:06:07.759503011,2.41,40524
2020-05-26 16:06:24.003581352,2.41,40526
2020-05-26 16:06:29.688384042,2.41,40527
2020-05-26 16:06:40.860797525,2.42,40529
2020-05-26 16:06:50.359191611,2.41,40532
2020-05-26 16:07:10.326036417,2.415,40533
2020-05-26 16:07:37.564931479,2.416,40534
2020-05-26 16:08:07.278968851,2.416,40535
