2020-05-26 16:15:12.363476515,182.95,1
2020-05-26 16:15:12.363674927,182.95,1
2020-05-26 16:15:15.682437414,182.96,5
2020-05-26 16:15:15.682633975,182.96,5
2020-05-26 16:15:16.930340964,182.96,1
2020-05-26 16:15:17.410910252,182.95,1
2020-05-26 16:15:21.743496532,182.94,1
2020-05-26 16:15:22.507065943,182.93,1
2020-05-26 16:15:22.663538300,182.94,1
2020-05-26 16:15:23.671684291,182.92,1
2020-05-26 16:15:26.930937117,182.93,2
2020-05-26 16:15:26.931015201,182.93,2
2020-05-26 16:15:27.989983079,182.93,1
2020-05-26 16:15:28.540490335,182.95,1
2020-05-26 16:15:29.013998179,182.94,1
2020-05-26 16:15:29.338718778,182.94,7
2020-05-26 16:15:30.682569995,182.92,2
2020-05-26 16:15:30.682619114,182.92,2
2020-05-26 16:15:31.778536596,182.92,11
2020-05-26 16:15:33.200574307,182.9,1
2020-05-26 16:15:33.200709299,182.9,1
2020-05-26 16:15:35.447898372,182.91,1
2020-05-26 16:15:36.443346085,182.91,50
2020-05-26 16:15:37.426449464,182.93,1
2020-05-26 16:15:37.426591393,182.93,1
2020-05-26 16:15:39.765960270,182.95,1
2020-05-26 16:15:42.972384342,182.94,2
2020-05-26 16:15:42.972531391,182.94,2
2020-05-26 16:15:43.658716468,182.95,1
2020-05-26 16:15:43.658768408,182.95,1
2020-05-26 16:15:44.681051005,182.95,2
2020-05-26 16:15:45.094720658,182.95,3
2020-05-26 16:15:45.576364675,182.95,1
2020-05-26 16:15:47.343513050,182.95,2
2020-05-26 16:15:48.344630668,182.94,1
2020-05-26 16:15:48.344700913,182.94,1
2020-05-26 16:15:48.730855955,182.92,1
2020-05-26 16:15:49.996790237,182.94,1
2020-05-26 16:15:51.763268987,182.93,1
2020-05-26 16:15:56.094296681,182.92,1
2020-05-26 16:16:00.579449291,182.91,2
2020-05-26 16:16:00.579602776,182.91,2
2020-05-26 16:16:01.165622724,182.91,1
2020-05-26 16:16:05.627918120,182.9,2
2020-05-26 16:16:05.628079233,182.9,2
2020-05-26 16:16:06.879945813,182.9,1
2020-05-26 16:16:07.325800573,182.9,2
2020-05-26 16:16:07.832711482,182.91,1
2020-05-26 16:16:07.832854647,182.91,1
2020-05-26 16:16:09.767592385,182.92,1
2020-05-26 16:16:10.183088131,182.93,1
2020-05-26 16:16:12.439866051,182.93,2
2020-05-26 16:16:13.391035137,182.93,1
2020-05-26 16:16:13.903401696,182.93,2
2020-05-26 16:16:14.399272466,182.93,1
2020-05-26 16:16:15.652659087,182.92,1
2020-05-26 16:16:16.832718227,182.91,3
2020-05-26 16:16:16.832885078,182.91,3
2020-05-26 16:16:17.863451153,182.9,1
2020-05-26 16:16:17.863598515,182.9,1
2020-05-26 16:16:21.238975589,182.89,1
2020-05-26 16:16:23.284670943,182.88,1
2020-05-26 16:16:24.309920280,182.89,1
2020-05-26 16:16:25.165315456,182.9,1
2020-05-26 16:16:25.845723891,182.91,1
2020-05-26 16:16:26.757253355,182.92,1
2020-05-26 16:16:30.261542207,182.93,1
2020-05-26 16:16:31.519272236,182.92,16
2020-05-26 16:16:31.519440623,182.92,16
2020-05-26 16:16:31.919197634,182.93,1
2020-05-26 16:16:31.919340276,182.93,1
2020-05-26 16:16:32.440085691,182.92,1
2020-05-26 16:16:33.079831819,182.89,14
2020-05-26 16:16:33.079970525,182.89,14
2020-05-26 16:16:36.325394391,182.9,1
2020-05-26 16:16:36.325456809,182.9,1
2020-05-26 16:16:40.014280795,182.89,1
2020-05-26 16:16:41.593692482,182.88,1
2020-05-26 16:16:43.867477668,182.89,1
2020-05-26 16:16:45.403606043,182.88,1
2020-05-26 16:16:49.852807091,182.89,1
2020-05-26 16:16:51.462707807,182.9,1
2020-05-26 16:16:56.454766525,182.91,1
2020-05-26 16:16:57.493733227,182.9,1
2020-05-26 16:16:58.408296911,182.89,2
2020-05-26 16:16:58.408435683,182.89,2
2020-05-26 16:16:59.845832273,182.91,1
2020-05-26 16:16:59.845878953,182.91,1
2020-05-26 16:17:00.357833541,182.92,1
2020-05-26 16:17:00.850406956,182.9,1
2020-05-26 16:17:07.594093712,182.89,1
2020-05-26 16:17:08.750071382,182.88,1
2020-05-26 16:17:11.433780174,182.86,1
2020-05-26 16:17:12.952666327,182.87,1
2020-05-26 16:17:13.460597211,182.86,1
2020-05-26 16:17:14.458901919,182.86,40
2020-05-26 16:17:14.897630807,182.87,1
2020-05-26 16:17:14.897779916,182.87,1
2020-05-26 16:17:15.494147384,182.86,1
2020-05-26 16:17:16.029985510,182.87,1
2020-05-26 16:17:17.662169716,182.86,3
2020-05-26 16:17:17.662317949,182.86,3
2020-05-26 16:17:20.021353158,182.87,3
2020-05-26 16:17:21.765034729,182.88,1
2020-05-26 16:17:21.765117070,182.88,1
2020-05-26 16:17:26.990859901,182.88,10
2020-05-26 16:17:27.609725168,182.89,1
2020-05-26 16:17:27.609868205,182.89,1
2020-05-26 16:17:28.001364530,182.88,1
2020-05-26 16:17:28.386279240,182.87,1
2020-05-26 16:17:28.938902780,182.86,5
2020-05-26 16:17:28.938969787,182.86,5
2020-05-26 16:17:30.578203823,182.86,1
2020-05-26 16:17:30.893767586,182.87,1
2020-05-26 16:17:31.789106840,182.86,3
2020-05-26 16:17:31.789204111,182.86,3
2020-05-26 16:17:32.398444963,182.86,1
2020-05-26 16:17:32.941339700,182.85,2
2020-05-26 16:17:32.941389111,182.85,2
2020-05-26 16:17:33.399168701,182.82,1
2020-05-26 16:17:33.399312256,182.82,1
2020-05-26 16:17:34.014044695,182.83,1
2020-05-26 16:17:34.477834387,182.85,1
2020-05-26 16:17:35.010371792,182.88,1
2020-05-26 16:17:35.581607222,182.9,1
2020-05-26 16:17:37.157696265,182.88,1
2020-05-26 16:17:38.053853925,182.89,1
2020-05-26 16:17:39.893473879,182.87,1
2020-05-26 16:17:43.382505097,182.88,1
2020-05-26 16:17:43.879305547,182.87,1
2020-05-26 16:17:44.486722259,182.86,6
2020-05-26 16:17:44.486790776,182.86,6
2020-05-26 16:17:45.002176688,182.87,1
2020-05-26 16:17:45.002318839,182.87,1
2020-05-26 16:17:45.645774170,182.86,1
2020-05-26 16:17:46.249315880,182.85,6
2020-05-26 16:17:46.249406187,182.85,6
2020-05-26 16:17:48.890373983,182.86,2
2020-05-26 16:17:48.890521357,182.86,2
2020-05-26 16:17:49.245651865,182.86,1
2020-05-26 16:17:49.717424691,182.85,1
2020-05-26 16:17:50.426388894,182.86,1
2020-05-26 16:17:50.661975721,182.86,2
2020-05-26 16:17:51.251928958,182.86,1
2020-05-26 16:17:54.317332855,182.85,1
2020-05-26 16:17:54.757308317,182.85,4
2020-05-26 16:17:56.713715738,182.85,9
2020-05-26 16:17:58.157340935,182.84,1
2020-05-26 16:17:58.157396995,182.84,1
2020-05-26 16:17:59.981981135,182.85,3
2020-05-26 16:17:59.982412402,182.85,3
2020-05-26 16:18:00.685737827,182.84,1
2020-05-26 16:18:00.685882600,182.84,1
2020-05-26 16:18:02.406359754,182.85,1
2020-05-26 16:18:03.745973579,182.84,1
2020-05-26 16:18:05.459948268,182.85,1
2020-05-26 16:18:09.472793980,182.84,1
2020-05-26 16:18:12.647180863,182.83,1
2020-05-26 16:18:13.737392424,182.84,1
2020-05-26 16:18:14.413210986,182.83,1
2020-05-26 16:18:14.853697943,182.81,8
2020-05-26 16:18:14.853841650,182.81,8
2020-05-26 16:18:16.278024694,182.81,1
2020-05-26 16:18:17.562336431,182.81,3
2020-05-26 16:18:17.972134678,182.8,5
2020-05-26 16:18:17.972270017,182.8,5
2020-05-26 16:18:18.489201458,182.81,1
2020-05-26 16:18:18.489242956,182.81,1
2020-05-26 16:18:20.327214944,182.8,1
2020-05-26 16:18:20.839198419,182.81,1
2020-05-26 16:18:22.477485902,182.8,1
2020-05-26 16:18:22.921559261,182.8,2
2020-05-26 16:18:27.233548845,182.79,1
2020-05-26 16:18:27.233708277,182.79,1
2020-05-26 16:18:28.313726238,182.8,12
2020-05-26 16:18:28.313778384,182.8,12
2020-05-26 16:18:29.440677942,182.79,1
2020-05-26 16:18:29.440821446,182.79,1
2020-05-26 16:18:32.497501118,182.78,1
2020-05-26 16:18:32.968242177,182.76,1
2020-05-26 16:18:35.509454113,182.73,1
2020-05-26 16:18:36.305730037,182.72,1
2020-05-26 16:18:36.647783526,182.7,1
2020-05-26 16:18:38.451500348,182.72,1
2020-05-26 16:18:38.913669209,182.73,1
2020-05-26 16:18:39.533837230,182.71,1
2020-05-26 16:18:40.602166335,182.71,2
2020-05-26 16:18:40.927020522,182.72,1
2020-05-26 16:18:40.927184588,182.72,1
2020-05-26 16:18:41.626241152,182.7,1
2020-05-26 16:18:46.672793782,182.72,1
2020-05-26 16:18:47.366681885,182.74,1
2020-05-26 16:18:47.872134922,182.75,3
2020-05-26 16:18:47.872254091,182.75,3
2020-05-26 16:18:48.288875354,182.72,1
2020-05-26 16:18:48.288925985,182.72,1
2020-05-26 16:18:51.537288748,182.73,1
2020-05-26 16:18:52.173590315,182.74,1
2020-05-26 16:18:53.933356988,182.73,1
2020-05-26 16:18:56.801637935,182.74,1
2020-05-26 16:18:58.522361084,182.71,1
2020-05-26 16:18:58.831455400,182.72,1
2020-05-26 16:19:01.356773350,182.73,1
2020-05-26 16:19:03.028943684,182.72,5
2020-05-26 16:19:03.029091772,182.72,5
2020-05-26 16:19:03.345473751,182.72,1
2020-05-26 16:19:03.949656692,182.73,1
2020-05-26 16:19:04.394114719,182.72,1
2020-05-26 16:19:05.893628659,182.73,1
2020-05-26 16:19:08.653495481,182.74,3
2020-05-26 16:19:08.653643679,182.74,3
2020-05-26 16:19:09.645989897,182.72,1
2020-05-26 16:19:09.646123563,182.72,1
2020-05-26 16:19:13.473202266,182.71,1
2020-05-26 16:19:15.773741889,182.7,8
2020-05-26 16:19:15.773896562,182.7,8
2020-05-26 16:19:16.442669612,182.71,1
2020-05-26 16:19:16.442812880,182.71,1
2020-05-26 16:19:18.387596730,182.72,1
2020-05-26 16:19:23.248007635,182.7,1
2020-05-26 16:19:24.358286332,182.71,1
2020-05-26 16:19:26.988477027,182.7,2
2020-05-26 16:19:26.988543737,182.7,2
2020-05-26 16:19:27.245490216,182.7,1
2020-05-26 16:19:29.357838323,182.69,2
2020-05-26 16:19:29.357994412,182.69,2
2020-05-26 16:19:29.865847703,182.68,1
2020-05-26 16:19:29.865990871,182.68,1
2020-05-26 16:19:34.277282971,182.67,1
2020-05-26 16:19:34.976420818,182.66,1
2020-05-26 16:19:35.899956918,182.65,2
2020-05-26 16:19:35.900020829,182.65,2
2020-05-26 16:19:36.309180695,182.67,1
2020-05-26 16:19:36.309362867,182.67,1
2020-05-26 16:19:36.882256062,182.66,10
2020-05-26 16:19:36.882417851,182.66,10
2020-05-26 16:19:37.633756748,182.66,1
2020-05-26 16:19:39.393342829,182.65,2
2020-05-26 16:19:39.393493927,182.65,2
2020-05-26 16:19:39.909394497,182.65,10
2020-05-26 16:19:40.409514252,182.65,1
2020-05-26 16:19:43.065783647,182.66,1
2020-05-26 16:19:43.294395603,182.67,1
2020-05-26 16:19:44.500730917,182.66,1
2020-05-26 16:19:44.813741609,182.66,8
2020-05-26 16:19:45.421045990,182.66,1
2020-05-26 16:19:52.793950943,182.67,1
2020-05-26 16:19:53.101022767,182.66,1
2020-05-26 16:19:53.656648613,182.66,2
2020-05-26 16:19:54.330526250,182.67,1
2020-05-26 16:19:54.330672100,182.67,1
2020-05-26 16:19:56.421186141,182.66,1
2020-05-26 16:19:57.713580842,182.66,2
2020-05-26 16:19:58.676934787,182.65,1
2020-05-26 16:19:58.676973489,182.65,1
2020-05-26 16:19:59.141358665,182.66,3
2020-05-26 16:19:59.141509460,182.66,3
2020-05-26 16:19:59.581181575,182.66,1
2020-05-26 16:20:00.129601153,182.65,2
2020-05-26 16:20:00.129743229,182.65,2
2020-05-26 16:20:01.533043915,182.65,1
2020-05-26 16:20:02.880642730,182.64,1
2020-05-26 16:20:03.636595912,182.63,1
2020-05-26 16:20:04.138310741,182.61,1
2020-05-26 16:20:04.635273540,182.62,1
2020-05-26 16:20:05.152875851,182.61,2
2020-05-26 16:20:05.153026262,182.61,2
2020-05-26 16:20:05.661459871,182.61,1
2020-05-26 16:20:08.589178190,182.62,1
2020-05-26 16:20:13.080581694,182.63,1
2020-05-26 16:20:14.912818397,182.62,10
2020-05-26 16:20:14.912972921,182.62,10
2020-05-26 16:20:16.396494379,182.62,2
2020-05-26 16:20:17.409217161,182.61,1
2020-05-26 16:20:17.409379507,182.61,1
2020-05-26 16:20:18.496688135,182.61,19
2020-05-26 16:20:19.008482597,182.6,1
2020-05-26 16:20:19.008631835,182.6,1
2020-05-26 16:20:20.865587239,182.61,3
2020-05-26 16:20:20.865735062,182.61,3
2020-05-26 16:20:21.465890545,182.61,5
2020-05-26 16:20:23.411818815,182.6,1
2020-05-26 16:20:23.411955181,182.6,1
2020-05-26 16:20:23.857043685,182.61,1
2020-05-26 16:20:24.441290312,182.6,1
2020-05-26 16:20:24.929286348,182.61,3
2020-05-26 16:20:24.929435128,182.61,3
2020-05-26 16:20:27.172995681,182.61,1
